PortNumber,AccNumber,LocNumber,CountryCode,LocPerilsCovered,LocCurrency,AreaCode,AreaName,GeogScheme1,GeogName1,Latitude,Longitude,BuildingTIV,ConstructionCode,OccupancyCode,LocDed1Building,DedCode1Building,DedType1Building,LocLimit1Building,LimitType1Building,OrgConstructionScheme,OrgConstructionCode,OrgOccupancyScheme,OrgOccupancyCode
1,A0001,LOC00297,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7553,-81.0195,1332967,5100,1051,66648,0,0,1332967,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00298,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.945,-82.2522,231556,5100,1051,4631,0,0,231556,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00299,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9385,-82.2211,484025,5050,1055,24201,0,0,484025,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00300,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8164,-82.6392,35308,5050,1051,706,0,0,35308,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00301,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0162,-82.3214,337224,5100,1051,16861,0,0,337224,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00302,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.675,-80.5846,268415,5100,1051,5368,0,0,268415,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00303,US,WTC,USD,FL,Florida,CNTY,Lee,26.6094,-81.9455,176217,5350,1051,17622,0,0,176217,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00304,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.8037,-80.1584,857075,5100,1055,42854,0,0,857075,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00305,US,WTC,USD,FL,Florida,CNTY,Collier,26.2449,-81.709,265481,5100,1051,13274,0,0,265481,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00306,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6125,-80.1369,300485,5150,1051,30048,0,0,300485,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00307,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6873,-80.1092,254455,5100,1051,12723,0,0,254455,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00308,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8376,-82.6873,70619,5100,1051,7062,0,0,70619,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00309,US,WTC,USD,FL,Florida,CNTY,Broward,26.1523,-80.6064,135737,5050,1051,6787,0,0,135737,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00310,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.55,-80.5278,775356,5150,1051,77536,0,0,775356,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00311,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.812,-80.0114,60130,5100,1051,6013,0,0,60130,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00312,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6864,-80.2547,184041,5100,1051,18404,0,0,184041,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00313,US,WTC,USD,FL,Florida,CNTY,Broward,26.1282,-80.4984,249727,5050,1051,4995,0,0,249727,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00314,US,WTC,USD,FL,Florida,CNTY,Broward,26.2694,-80.1765,1487451,5100,1051,74373,0,0,1487451,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00315,US,WTC,USD,FL,Florida,CNTY,Broward,25.9329,-80.2987,660544,5100,1051,66054,0,0,660544,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00316,US,WTC,USD,FL,Florida,CNTY,Broward,25.9486,-80.1895,219047,5100,1055,10952,0,0,219047,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00317,US,WTC,USD,FL,Florida,CNTY,Broward,26.2296,-80.2723,1031983,5050,1051,20640,0,0,1031983,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00318,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.906,-82.6541,188037,5150,1055,18804,0,0,188037,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00319,US,WTC,USD,FL,Florida,CNTY,Broward,26.175,-80.2637,806973,5100,1051,16139,0,0,806973,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00320,US,WTC,USD,FL,Florida,CNTY,Monroe,24.6674,-80.9303,112373,5100,1051,5619,0,0,112373,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00321,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7977,-80.7723,851249,5100,1051,42562,0,0,851249,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00322,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.8504,-80.1029,248398,5150,1051,4968,0,0,248398,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00323,US,WTC,USD,FL,Florida,CNTY,Broward,26.2324,-80.458,147950,5150,1051,7398,0,0,147950,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00324,US,WTC,USD,FL,Florida,CNTY,Lee,26.567,-81.8553,290724,5100,1055,5814,0,0,290724,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00325,US,WTC,USD,FL,Florida,CNTY,Collier,26.0561,-81.4859,438809,5350,1051,21940,0,0,438809,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00326,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8605,-82.5797,230731,5100,1051,23073,0,0,230731,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00327,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.7371,-82.3427,552446,5100,1051,27622,0,0,552446,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00328,US,WTC,USD,FL,Florida,CNTY,Lee,26.5758,-81.7835,214387,5150,1055,10719,0,0,214387,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00329,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9845,-82.6072,583855,5100,1051,11677,0,0,583855,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00330,US,WTC,USD,FL,Florida,CNTY,Broward,25.9924,-80.0427,503374,5050,1051,50337,0,0,503374,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00331,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.8839,-82.375,331106,5050,1055,33111,0,0,331106,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00332,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4943,-80.4507,241214,5150,1051,4824,0,0,241214,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00333,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8035,-82.7306,395174,5150,1051,19759,0,0,395174,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00334,US,WTC,USD,FL,Florida,CNTY,Collier,26.1053,-81.649,550747,5150,1051,27537,0,0,550747,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00335,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4016,-80.489,1938596,5100,1051,96930,0,0,1938596,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00336,US,WTC,USD,FL,Florida,CNTY,Lee,26.6114,-82.1763,761491,5100,1051,38075,0,0,761491,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00337,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6854,-80.4435,785032,5150,1055,39252,0,0,785032,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00338,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9249,-82.2631,4557433,5100,1051,227872,0,0,4557433,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00339,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.3619,-80.4493,535244,5050,1055,10705,0,0,535244,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00340,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7004,-80.8065,521470,5150,1055,26074,0,0,521470,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00341,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7333,-80.3987,625962,5050,1055,62596,0,0,625962,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00342,US,WTC,USD,FL,Florida,CNTY,Monroe,24.5222,-80.8709,150376,5100,1051,3008,0,0,150376,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00343,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9152,-82.2739,240708,5100,1051,12035,0,0,240708,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00344,US,WTC,USD,FL,Florida,CNTY,Lee,26.432,-81.8174,228548,5100,1051,4571,0,0,228548,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00345,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0305,-82.2721,597248,5100,1051,59725,0,0,597248,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00346,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.8825,-82.1631,301313,5350,1051,15066,0,0,301313,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00347,US,WTC,USD,FL,Florida,CNTY,Monroe,24.8404,-80.9944,390816,5100,1051,19541,0,0,390816,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00348,US,WTC,USD,FL,Florida,CNTY,Broward,26.2065,-80.2504,861370,5050,1055,17227,0,0,861370,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00349,US,WTC,USD,FL,Florida,CNTY,Lee,26.7336,-81.8634,714640,5150,1051,35732,0,0,714640,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00350,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5897,-80.4288,304453,5050,1051,30445,0,0,304453,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00351,US,WTC,USD,FL,Florida,CNTY,Lee,26.5876,-81.8595,199408,5100,1051,9970,0,0,199408,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00352,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4615,-80.1766,896356,5100,1055,44818,0,0,896356,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00353,US,WTC,USD,FL,Florida,CNTY,Lee,26.669,-81.927,663458,5050,1051,33173,0,0,663458,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00354,US,WTC,USD,FL,Florida,CNTY,Lee,26.4739,-81.8581,91456,5050,1051,4573,0,0,91456,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00355,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5939,-80.0742,268390,5100,1055,13420,0,0,268390,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00356,US,WTC,USD,FL,Florida,CNTY,Lee,26.5478,-81.786,399798,5050,1051,19990,0,0,399798,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00357,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.7937,-82.2988,666192,5050,1051,13324,0,0,666192,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00358,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9729,-82.5383,743128,5100,1051,37156,0,0,743128,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00359,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.7467,-80.1483,441212,5150,1051,44121,0,0,441212,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00360,US,WTC,USD,FL,Florida,CNTY,Lee,26.5793,-82.1219,567028,5100,1051,56703,0,0,567028,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00361,US,WTC,USD,FL,Florida,CNTY,Monroe,24.6411,-80.853,367439,5100,1051,36744,0,0,367439,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00362,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5976,-80.3831,198768,5150,1051,9938,0,0,198768,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00363,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6842,-80.3,280239,5100,1051,5605,0,0,280239,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00364,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4222,-80.4902,353884,5100,1051,17694,0,0,353884,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00365,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.7925,-82.8553,338420,5100,1051,33842,0,0,338420,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00366,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.7377,-80.1739,72480,5100,1051,3624,0,0,72480,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00367,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.977,-82.3034,250193,5100,1051,12510,0,0,250193,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00368,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9412,-82.7492,365020,5100,1051,18251,0,0,365020,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00369,US,WTC,USD,FL,Florida,CNTY,Broward,26.3359,-80.2915,275587,5050,1051,13779,0,0,275587,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00370,US,WTC,USD,FL,Florida,CNTY,Collier,26.1469,-81.3233,283628,5100,1051,28363,0,0,283628,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00371,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0158,-82.2165,522925,5350,1051,26146,0,0,522925,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00372,US,WTC,USD,FL,Florida,CNTY,Broward,26.4211,-80.1951,141864,5050,1055,7093,0,0,141864,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00373,US,WTC,USD,FL,Florida,CNTY,Broward,26.1286,-80.2156,89813,5100,1051,1796,0,0,89813,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00374,US,WTC,USD,FL,Florida,CNTY,Broward,26.0702,-80.1521,260679,5050,1051,13034,0,0,260679,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00375,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6528,-80.419,658080,5100,1051,32904,0,0,658080,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00376,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6539,-80.6055,1419612,5100,1055,141961,0,0,1419612,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00377,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7473,-81.0189,668024,5100,1051,33401,0,0,668024,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00378,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5468,-80.1188,102591,5050,1051,5130,0,0,102591,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00379,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.881,-80.297,287063,5050,1051,14353,0,0,287063,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00380,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9827,-82.3176,431307,5150,1051,21565,0,0,431307,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00381,US,WTC,USD,FL,Florida,CNTY,Lee,26.4768,-81.9692,403838,5100,1051,20192,0,0,403838,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00382,US,WTC,USD,FL,Florida,CNTY,Monroe,24.8916,-80.8498,545749,5100,1055,10915,0,0,545749,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00383,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.9391,-82.2251,162336,5350,1051,16234,0,0,162336,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00384,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6247,-80.1348,367685,5100,1051,18384,0,0,367685,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00385,US,WTC,USD,FL,Florida,CNTY,Broward,26.2062,-80.2378,494279,5050,1051,24714,0,0,494279,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00386,US,WTC,USD,FL,Florida,CNTY,Monroe,24.6708,-81.0037,692685,5100,1051,13854,0,0,692685,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00387,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9353,-82.6802,178102,5100,1051,8905,0,0,178102,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00388,US,WTC,USD,FL,Florida,CNTY,Monroe,24.9913,-81.1185,261333,5050,1051,13067,0,0,261333,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00389,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6566,-80.6186,36675,5150,1051,3668,0,0,36675,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00390,US,WTC,USD,FL,Florida,CNTY,Collier,26.0624,-81.585,207630,5050,1055,4153,0,0,207630,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00391,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8493,-82.6676,225102,5350,1051,22510,0,0,225102,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00392,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.569,-80.2791,149053,5100,1051,7453,0,0,149053,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00393,US,WTC,USD,FL,Florida,CNTY,Lee,26.5246,-81.7429,399830,5100,1051,7997,0,0,399830,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00394,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.8622,-82.543,332481,5100,1051,6650,0,0,332481,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00395,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7016,-80.4998,53103,5100,1051,1062,0,0,53103,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00396,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.4767,-80.2352,416789,5050,1051,41679,0,0,416789,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00397,US,WTC,USD,FL,Florida,CNTY,Collier,26.1862,-81.552,160819,5150,1051,3216,0,0,160819,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00398,US,WTC,USD,FL,Florida,CNTY,Broward,26.112,-80.0468,521924,5100,1051,26096,0,0,521924,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00399,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.6877,-80.052,119815,5150,1055,5991,0,0,119815,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00400,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5373,-80.0881,357145,5150,1051,35714,0,0,357145,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00401,US,WTC,USD,FL,Florida,CNTY,Broward,26.2829,-80.3388,275176,5150,1051,13759,0,0,275176,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00402,US,WTC,USD,FL,Florida,CNTY,Monroe,24.9246,-81.0883,448320,5100,1051,22416,0,0,448320,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00403,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.046,-82.2211,386440,5350,1051,7729,0,0,386440,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00404,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.4585,-80.5101,281666,5100,1051,28167,0,0,281666,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00405,US,WTC,USD,FL,Florida,CNTY,Monroe,24.8829,-81.0238,96943,5100,1051,1939,0,0,96943,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00406,US,WTC,USD,FL,Florida,CNTY,Collier,26.1405,-81.6115,101830,5100,1051,2037,0,0,101830,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00407,US,WTC,USD,FL,Florida,CNTY,Broward,25.9895,-80.1407,214228,5100,1051,21423,0,0,214228,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00408,US,WTC,USD,FL,Florida,CNTY,Collier,26.0976,-81.6355,345940,5350,1051,6919,0,0,345940,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00409,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6465,-80.6439,209927,5100,1051,4199,0,0,209927,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00410,US,WTC,USD,FL,Florida,CNTY,Monroe,24.8556,-80.9496,586212,5350,1051,29311,0,0,586212,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00411,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9177,-82.7699,276080,5050,1051,13804,0,0,276080,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00412,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9291,-82.6957,155981,5150,1051,3120,0,0,155981,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00413,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7574,-80.4087,276339,5050,1051,13817,0,0,276339,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00414,US,WTC,USD,FL,Florida,CNTY,Collier,26.2226,-81.6274,420397,5150,1051,21020,0,0,420397,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00415,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.3233,-80.321,456525,5050,1051,22826,0,0,456525,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00416,US,WTC,USD,FL,Florida,CNTY,Broward,26.1183,-80.4533,1664054,5050,1051,33281,0,0,1664054,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00417,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5935,-80.4517,199588,5150,1051,9979,0,0,199588,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00418,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.7748,-82.2316,327662,5150,1055,32766,0,0,327662,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00419,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6194,-80.4614,496672,5350,1051,9933,0,0,496672,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00420,US,WTC,USD,FL,Florida,CNTY,Monroe,24.9249,-81.1609,341606,5100,1051,6832,0,0,341606,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00421,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.7913,-82.6331,229607,5150,1051,4592,0,0,229607,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00422,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6436,-80.2877,95901,5100,1055,4795,0,0,95901,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00423,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5184,-80.4045,227662,5150,1051,4553,0,0,227662,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00424,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5428,-80.5961,142486,5100,1055,7124,0,0,142486,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00425,US,WTC,USD,FL,Florida,CNTY,Lee,26.6977,-81.8294,82737,5100,1051,8274,0,0,82737,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00426,US,WTC,USD,FL,Florida,CNTY,Hillsborough,27.8957,-82.466,179597,5100,1055,3592,0,0,179597,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00427,US,WTC,USD,FL,Florida,CNTY,Broward,26.1962,-80.2691,145678,5050,1051,7284,0,0,145678,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00428,US,WTC,USD,FL,Florida,CNTY,Collier,25.9129,-81.6887,566339,5100,1051,11327,0,0,566339,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00429,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.7962,-80.516,574558,5100,1051,11491,0,0,574558,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00430,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0103,-82.3442,164125,5050,1051,8206,0,0,164125,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00431,US,WTC,USD,FL,Florida,CNTY,Monroe,24.7818,-81.0183,280481,5150,1055,14024,0,0,280481,0,MODEL,Reinforced Concrete,MODEL,Condo
1,A0001,LOC00432,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0076,-82.3644,74149,5350,1051,7415,0,0,74149,0,MODEL,Manufactured,MODEL,Mobile Home
1,A0001,LOC00433,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.759,-82.6411,230810,5100,1051,11540,0,0,230810,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00434,US,WTC,USD,FL,Florida,CNTY,Collier,26.2183,-81.6446,485575,5050,1051,9712,0,0,485575,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00435,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5776,-80.302,692262,5100,1051,34613,0,0,692262,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00436,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5896,-80.3719,192387,5050,1051,3848,0,0,192387,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00437,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5608,-80.4698,836215,5050,1051,83622,0,0,836215,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00438,US,WTC,USD,FL,Florida,CNTY,Palm Beach,26.5919,-80.2866,98619,5100,1055,4931,0,0,98619,0,MODEL,Masonry,MODEL,Condo
1,A0001,LOC00439,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0195,-82.4647,123278,5050,1055,6164,0,0,123278,0,MODEL,Wood Frame,MODEL,Condo
1,A0001,LOC00440,US,WTC,USD,FL,Florida,CNTY,Pinellas,27.9256,-82.6709,628912,5050,1051,31446,0,0,628912,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00441,US,WTC,USD,FL,Florida,CNTY,Collier,26.1652,-81.6355,1400324,5100,1051,70016,0,0,1400324,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00442,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.6091,-80.6372,525299,5050,1051,26265,0,0,525299,0,MODEL,Wood Frame,MODEL,Single Family
1,A0001,LOC00443,US,WTC,USD,FL,Florida,CNTY,Hillsborough,28.0013,-82.3536,336828,5150,1051,6737,0,0,336828,0,MODEL,Reinforced Concrete,MODEL,Single Family
1,A0001,LOC00444,US,WTC,USD,FL,Florida,CNTY,Miami-Dade,25.5681,-80.4901,56011,5100,1051,1120,0,0,56011,0,MODEL,Masonry,MODEL,Single Family
1,A0001,LOC00445,US,WTC,USD,FL,Florida,CNTY,Broward,26.373,-80.1424,64674,5050,1051,1293,0,0,64674,0,MODEL,Wood Frame,MODEL,Single Family
